Fecha,Bosque,"(x,y)",SP,flores_disponibles,Escapos_indivi,obsrvaciones
 29/05/2020,1,0.00,Ranunculus sp.,4,,
 22/05/2020,1,0.00,Ranunculus sp.,3,,
 29/05/2020,1,0.01,Lotus corniculatus,3,,
 29/05/2020,1,0.01,Ranunculus sp.,2,,
 29/05/2020,1,0.01,Euphrasia sp.,15,,
 29/05/2020,1,0.01,Bellis perennis,3,,
 22/05/2020,1,0.01,Vicia pyrenaica,2,,
 22/05/2020,1,0.01,Euphrasia sp.,5,,
 22/05/2020,1,0.01,Ranunculus sp.,5,,
 22/05/2020,1,0.01,Bellis perennis,2,,
 22/05/2020,1,0.01,Polygala vulgaris,1,,
 29/05/2020,1,0.02,Ranunculus sp.,3,,
 29/05/2020,1,0.02,Euphrasia sp.,2,,
 29/05/2020,1,0.02,Polygala vulgaris,2,,
 22/05/2020,1,0.02,Ranunculus sp.,4,,
 22/05/2020,1,0.02,Vicia pyrenaica,1,,
 22/05/2020,1,0.02,Taraxacum sp.,1,,
 22/05/2020,1,0.02,Bellis perennis,7,,
 22/05/2020,1,0.02,Euphrasia sp.,2,,
 17/05/2020,1,0.03,Erinus alpinus,16,,
 17/05/2020,1,0.03,Bellis perennis,25,,
 17/05/2020,1,0.03,Ranunculus sp.,7,,
 29/05/2020,1,0.03,Euphrasia sp.,11,,
 29/05/2020,1,0.03,Ranunculus sp.,9,,
 29/05/2020,1,0.03,Bellis perennis,31,,
 29/05/2020,1,0.03,Blanca comp. Nueva,6,,
 29/05/2020,1,0.03,Erinus alpinus,5,,
 17/05/2020,1,0.04,Bellis perennis,9,,
 17/05/2020,1,0.04,Polygala vulgaris,3,,
 29/05/2020,1,0.04,Bellis perennis,17,,
 29/05/2020,1,0.04,Ranunculus sp.,5,,
 29/05/2020,1,0.04,Lotus corniculatus,2,,
 17/05/2020,1,0.05,Ranunculus sp.,6,,
 17/05/2020,1,0.05,Bellis perennis,3,,
 17/05/2020,1,0.05,Scilla verna,7,,
 29/05/2020,1,0.05,Lotus corniculatus,7,,
 29/05/2020,1,0.05,Ranunculus sp.,7,,
 29/05/2020,1,0.05,Bellis perennis,4,,
 29/05/2020,1,0.05,Vicia pyrenaica,1,,
 17/05/2020,1,0.06,Ranunculus sp.,3,,
 17/05/2020,1,0.06,Bellis perennis,1,,
 29/05/2020,1,0.06,Bellis perennis,5,,
 29/05/2020,1,0.06,Ranunculus sp.,12,,
 17/05/2020,1,0.07,Bellis perennis,19,,
 17/05/2020,1,0.07,Ranunculus sp.,1,,
 17/05/2020,1,0.07,Erinus alpinus,4,,
 29/05/2020,1,0.07,Bellis perennis,3,,
 29/05/2020,1,0.07,Ranunculus sp.,2,,
 17/05/2020,1,0.08,Bellis perennis,19,,
 17/05/2020,1,0.08,Veronica persica,6,,
 17/05/2020,1,0.08,Vicia pyrenaica,1,,
 17/05/2020,1,0.08,Polygala vulgaris,1,,
 17/05/2020,1,0.08,Taraxacum sp.,4,,
 29/05/2020,1,0.08,Bellis perennis,19,,
 29/05/2020,1,0.08,Ranunculus sp.,3,,
 17/05/2020,1,0.09,Bellis perennis,14,,
 17/05/2020,1,0.09,Erinus alpinus,12,,
 17/05/2020,1,0.09,Ranunculus sp.,1,,
 29/05/2020,1,0.09,Ranunculus sp.,5,,
 29/05/2020,1,0.09,Bellis perennis,13,,
 17/05/2020,1,0.10,Vicia pyrenaica,3,,
 17/05/2020,1,0.10,Blanca compuesta,11,,
 17/05/2020,1,0.10,Erinus alpinus,129,,
 29/05/2020,1,0.10,Ranunculus sp.,3,,
 29/05/2020,1,0.10,Blanca comp.,10,,
 29/05/2020,1,0.10,Erinus alpinus,8,,
 17/05/2020,1,0.11,Bellis perennis,2,,
 17/05/2020,1,0.11,Ranunculus sp.,3,,
 29/05/2020,1,0.11,Euphrasia sp.,4,,
 29/05/2020,1,0.11,Erinus alpinus,12,,
 29/05/2020,1,0.11,Ranunculus sp.,2,,
 29/05/2020,1,0.11,Bellis perennis,4,,
 17/05/2020,1,0.12,Blanca compuesta,7,,
 17/05/2020,1,0.12,Bellis perennis,1,,
 17/05/2020,1,0.12,Veronica persica,1,,
 17/05/2020,1,0.12,Cerastium,8,,
30/06/2020,1,0.12,Thymus sp.,230,,
30/06/2020,1,0.12,Euphrasia sp.,12,,
 17/05/2020,1,0.13,Bellis perennis,23,,
 17/05/2020,1,0.13,Ranunculus sp.,3,,
 17/05/2020,1,0.13,Taraxacum sp.,3,,
 17/05/2020,1,0.13,Blanca compuesta,2,,
22/06/2020,1,0.13,Plantago sp.,13,,
22/06/2020,1,0.13,Lotus corniculatus,3,,
22/06/2020,1,0.13,Thymus sp.,3,,
22/06/2020,1,0.13,Ranunculus sp.,5,,
22/06/2020,1,0.13,Bellis perennis,15,,
22/06/2020,1,0.13,Medicago lupulina,4,,
 17/05/2020,1,0.14,Bellis perennis,15,,
 17/05/2020,1,0.14,Ranunculus sp.,3,,
 17/05/2020,1,0.14,Taraxacum sp.,3,,
22/06/2020,1,0.14,Euphrasia sp.,8,,
22/06/2020,1,0.14,Bellis perennis,3,,
22/06/2020,1,0.14,Thymus sp.,3,,
22/06/2020,1,0.14,Ranunculus sp.,4,,
22/06/2020,1,0.14,Plantago sp.,18,,
22/06/2020,1,0.14,Trifolium repens,2,,
22/06/2020,1,0.14,Medicago lupulina,2,,
 17/05/2020,1,0.15,Taraxacum sp.,4,,
 17/05/2020,1,0.15,Bellis perennis,27,,
 17/05/2020,1,0.15,Ranunculus sp.,4,,
22/06/2020,1,0.15,Euphrasia sp.,7,,
22/06/2020,1,0.15,Bellis perennis,10,,
22/06/2020,1,0.15,Plantago sp.,3,,
22/06/2020,1,0.15,Ranunculus sp.,1,,
 17/05/2020,1,0.16,Ranunculus sp.,1,,
 17/05/2020,1,0.16,Bellis perennis,9,,
22/06/2020,1,0.16,Galium sp.,8,,
22/06/2020,1,0.16,Lotus corniculatus,3,,
22/06/2020,1,0.16,Ranunculus sp.,4,,
22/06/2020,1,0.16,Bellis perennis,4,,
22/06/2020,1,0.16,Galium sp.,4,,
 17/05/2020,1,0.17,Bellis perennis,7,,
22/06/2020,1,0.17,Thymus sp.,1,,
22/06/2020,1,0.17,Plantago sp.,1,,
22/06/2020,1,0.17,Galium sp.,8,,
22/06/2020,1,0.17,Ranunculus sp.,2,,
22/06/2020,1,0.17,Lotus corniculatus,3,,
22/06/2020,1,0.17,Bellis perennis,4,,
 17/05/2020,1,0.18,Orchis mascula,19,,
 17/05/2020,1,0.18,Pinguicula grandiflora,1,,
 17/05/2020,1,0.18,Ranunculus sp.,3,,
 17/05/2020,1,0.18,Bellis perennis,4,,
 29/05/2020,1,0.18,Ranunculus sp.,15,,
 29/05/2020,1,0.18,Bellis perennis,10,,
 29/05/2020,1,0.18,Blanca comp. Nueva,2,,
 17/05/2020,1,0.19,Pinguicula grandiflora,6,,
 17/05/2020,1,0.19,Bellis perennis,27,,
 29/05/2020,1,0.19,Bellis perennis,26,,
 29/05/2020,1,0.19,Lysimachia nemorum,2,,
 29/05/2020,1,0.19,Euphrasia sp.,1,,
 29/05/2020,1,0.19,Ranunculus sp.,7,,
 6/05/2020,1,0.20,Scilla verna,5,,
 6/05/2020,1,0.20,Pinguicula grandiflora,2,,
 6/05/2020,1,0.20,Bellis perennis,12,,
 29/05/2020,1,0.20,Ranunculus sp.,8,,
 29/05/2020,1,0.20,Bellis perennis,21,,
 6/05/2020,1,0.21,Bellis perennis,8,,
 29/05/2020,1,0.21,Ranunculus sp.,11,,
 29/05/2020,1,0.21,Bellis perennis,16,,
 29/05/2020,1,0.21,Vicia pyrenaica,3,,
 29/05/2020,1,0.22,Vicia pyrenaica,2,,
 29/05/2020,1,0.22,Ranunculus sp.,10,,
 6/05/2020,1,0.23,Scilla verna,12,,
 29/05/2020,1,0.23,Ranunculus sp.,10,,
 29/05/2020,1,0.23,Vicia pyrenaica,1,,
 29/05/2020,1,0.23,Erinus alpinus,2,,
 29/05/2020,1,0.23,Polygala vulgaris,3,,
 6/05/2020,1,0.24,Taraxacum sp.,2,,
 6/05/2020,1,0.24,Bellis perennis,7,,
 6/05/2020,1,0.24,Veronica persica,1,,
 29/05/2020,1,0.24,Ranunculus sp.,18,,
 29/05/2020,1,0.24,Bellis perennis,17,,
 29/05/2020,1,1.00,Bellis perennis,1,,
 29/05/2020,1,1.00,Scorzonera humilis,1,,
 22/05/2020,1,1.00,Taraxacum sp.,1,,
 29/05/2020,1,1.01,Ranunculus sp.,3,,
 29/05/2020,1,1.01,Scorzonera humilis,1,,
 29/05/2020,1,1.01,Bellis perennis,4,,
 22/05/2020,1,1.01,Ranunculus sp.,1,,
 22/05/2020,1,1.01,Bellis perennis,4,,
 22/05/2020,1,1.01,Euphrasia sp.,5,,
 22/05/2020,1,1.01,Polygala vulgaris,5,,
 29/05/2020,1,1.02,Ranunculus sp.,14,,
 29/05/2020,1,1.02,Bellis perennis,8,,
 29/05/2020,1,1.02,Euphrasia sp.,1,,
 29/05/2020,1,1.02,Scorzonera humilis,1,,
 22/05/2020,1,1.02,Ranunculus sp.,9,,
 22/05/2020,1,1.02,Bellis perennis,7,,
 17/05/2020,1,1.03,Ranunculus sp.,3,,
 17/05/2020,1,1.03,Bellis perennis,12,,
 29/05/2020,1,1.03,Anthyllis sp.,7,,
 29/05/2020,1,1.03,Bellis perennis,15,,
 29/05/2020,1,1.03,Ranunculus sp.,15,,
 29/05/2020,1,1.03,Lotus corniculatus,3,,
 17/05/2020,1,1.04,Ranunculus sp.,6,,
 17/05/2020,1,1.04,Viola sp.sp.,1,,
 17/05/2020,1,1.04,Bellis perennis,15,,
 29/05/2020,1,1.04,Lotus corniculatus,2,,
 29/05/2020,1,1.04,Ranunculus sp.,5,,
 29/05/2020,1,1.04,Bellis perennis,17,,
 29/05/2020,1,1.04,Scorzonera humilis,1,,
 17/05/2020,1,1.05,Ranunculus sp.,5,,
 17/05/2020,1,1.05,Bellis perennis,3,,
 29/05/2020,1,1.05,Ranunculus sp.,3,,
 29/05/2020,1,1.05,Bellis perennis,5,,
 29/05/2020,1,1.05,Thymus sp.,6,,
 17/05/2020,1,1.06,Ranunculus sp.,6,,
 17/05/2020,1,1.06,Bellis perennis,1,,
 29/05/2020,1,1.06,Euphrasia sp.,3,,
 29/05/2020,1,1.06,Bellis perennis,17,,
 29/05/2020,1,1.06,Ranunculus sp.,12,,
 29/05/2020,1,1.06,Potentilla montana,1,,
 17/05/2020,1,1.07,Ranunculus sp.,1,,
 17/05/2020,1,1.07,Taraxacum sp.,1,,
 17/05/2020,1,1.07,Bellis perennis,25,,
 29/05/2020,1,1.07,Bellis perennis,12,,
 29/05/2020,1,1.07,Ranunculus sp.,13,,
 17/05/2020,1,1.08,Bellis perennis,18,,
 17/05/2020,1,1.08,Ranunculus sp.,1,,
 29/05/2020,1,1.08,Ranunculus sp.,1,,
 29/05/2020,1,1.08,Bellis perennis,21,,
 17/05/2020,1,1.09,Bellis perennis,2,,
 17/05/2020,1,1.09,Ranunculus sp.,2,,
 17/05/2020,1,1.09,Taraxacum sp.,1,,
 29/05/2020,1,1.09,Ranunculus sp.,6,,
 29/05/2020,1,1.09,Bellis perennis,13,,
 17/05/2020,1,1.10,Ranunculus sp.,4,,
 17/05/2020,1,1.10,Bellis perennis,5,,
 17/05/2020,1,1.10,Taraxacum sp.,1,,
 29/05/2020,1,1.10,Ranunculus sp.,8,,
 29/05/2020,1,1.10,Bellis perennis,8,,
 17/05/2020,1,1.11,Ranunculus sp.,2,,
 29/05/2020,1,1.11,Ranunculus sp.,4,,
 17/05/2020,1,1.12,Ranunculus sp.,1,,
 17/05/2020,1,1.12,Bellis perennis,2,,
 17/05/2020,1,1.12,Polygala vulgaris,5,,
30/06/2020,1,1.12,Ranunculus sp.,1,,
30/06/2020,1,1.12,Bellis perennis,1,,
 17/05/2020,1,1.13,Ranunculus sp.,5,,
 17/05/2020,1,1.13,Vicia pyrenaica,3,,
 17/05/2020,1,1.13,Bellis perennis,16,,
22/06/2020,1,1.13,Plantago sp.,19,,
22/06/2020,1,1.13,Lotus corniculatus,3,,
22/06/2020,1,1.13,Bellis perennis,4,,
22/06/2020,1,1.13,Galium sp.,10,,
 17/05/2020,1,1.14,Bellis perennis,15,,
 17/05/2020,1,1.14,Ranunculus sp.,2,,
 17/05/2020,1,1.14,Vicia pyrenaica,1,,
 17/05/2020,1,1.14,Taraxacum sp.,2,,
22/06/2020,1,1.14,Lotus corniculatus,4,,
22/06/2020,1,1.14,Euphrasia sp.,5,,
22/06/2020,1,1.14,Thymus sp.,1,,
22/06/2020,1,1.14,Medicago lupulina,5,,
22/06/2020,1,1.14,Bellis perennis,7,,
22/06/2020,1,1.14,Galium sp.,30,,
22/06/2020,1,1.14,Ranunculus sp.,1,,
 17/05/2020,1,1.15,Ranunculus sp.,1,,
 17/05/2020,1,1.15,Taraxacum sp.,1,,
 17/05/2020,1,1.15,Bellis perennis,5,,
22/06/2020,1,1.15,Thymus sp.,3,,
22/06/2020,1,1.15,Ranunculus sp.,3,,
22/06/2020,1,1.15,Lotus corniculatus,2,,
22/06/2020,1,1.15,Euphrasia sp.,23,,
22/06/2020,1,1.15,Bellis perennis,1,,
22/06/2020,1,1.15,Plantago sp.,3,,
22/06/2020,1,1.15,Galium sp.,10,,
 17/05/2020,1,1.16,Taraxacum sp.,3,,
 17/05/2020,1,1.16,Ranunculus sp.,2,,
 17/05/2020,1,1.16,Bellis perennis,3,,
22/06/2020,1,1.16,Euphrasia sp.,20,,
22/06/2020,1,1.16,Bellis perennis,1,,
22/06/2020,1,1.16,Galium sp.,26,,
22/06/2020,1,1.16,Lotus corniculatus,3,,
 17/05/2020,1,1.17,Bellis perennis,8,,
 17/05/2020,1,1.17,Pinguicula grandiflora,5,,
 17/05/2020,1,1.17,Ranunculus sp.,3,,
22/06/2020,1,1.17,Bellis perennis,5,,
22/06/2020,1,1.17,Ranunculus sp.,6,,
22/06/2020,1,1.17,Trifolium pratense,1,,
22/06/2020,1,1.17,Thymus sp.,4,,
 17/05/2020,1,1.18,Taraxacum sp.,2,,
 17/05/2020,1,1.18,Ranunculus sp.,2,,
 17/05/2020,1,1.18,Bellis perennis,7,,
 17/05/2020,1,1.18,Pinguicula grandiflora,9,,
 29/05/2020,1,1.18,Ranunculus sp.,13,,
 29/05/2020,1,1.18,Bellis perennis,7,,
 17/05/2020,1,1.19,Ranunculus sp.,3,,
 17/05/2020,1,1.19,Taraxacum sp.,5,,
 17/05/2020,1,1.19,Bellis perennis,2,,
 17/05/2020,1,1.19,Pinguicula grandiflora,2,,
 29/05/2020,1,1.19,Bellis perennis,30,,
 29/05/2020,1,1.19,Ranunculus sp.,9,,
 29/05/2020,1,1.19,Erinus alpinus,5,,
 6/05/2020,1,1.20,Pinguicula grandiflora,5,,
 6/05/2020,1,1.20,Bellis perennis,6,,
 6/05/2020,1,1.20,Scilla verna,2,,
 29/05/2020,1,1.20,Ranunculus sp.,23,,
 29/05/2020,1,1.20,Bellis perennis,10,,
 6/05/2020,1,1.21,Pinguicula grandiflora,11,,
 6/05/2020,1,1.21,Ranunculus sp.,1,,
 6/05/2020,1,1.21,Taraxacum sp.,1,,
 6/05/2020,1,1.21,Bellis perennis,11,,
 29/05/2020,1,1.21,Ranunculus sp.,11,,
 29/05/2020,1,1.21,Bellis perennis,14,,
 29/05/2020,1,1.21,Polygala vulgaris,1,,
 6/05/2020,1,1.22,Bellis perennis,1,,
 6/05/2020,1,1.22,Pinguicula grandiflora,2,,
 29/05/2020,1,1.22,Ranunculus sp.,7,,
 29/05/2020,1,1.22,Bellis perennis,3,,
 6/05/2020,1,1.23,Pinguicula grandiflora,4,,
 6/05/2020,1,1.23,Bellis perennis,1,,
 6/05/2020,1,1.23,Taraxacum sp.,3,,
 29/05/2020,1,1.23,Ranunculus sp.,4,,
 29/05/2020,1,1.23,Bellis perennis,1,,
 6/05/2020,1,1.24,Pinguicula grandiflora,4,,
 6/05/2020,1,1.24,Bellis perennis,3,,
 29/05/2020,1,1.24,Ranunculus sp.,3,,
 29/05/2020,1,1.24,Bellis perennis,6,,
 29/05/2020,1,2.00,Bellis perennis,5,,
 29/05/2020,1,2.00,Ranunculus sp.,1,,
 29/05/2020,1,2.00,Euphrasia sp.,1,,
 29/05/2020,1,2.00,Thymus sp.,4,,
 22/05/2020,1,2.00,,,,
 29/05/2020,1,2.01,Scorzonera humilis,1,,
 29/05/2020,1,2.01,Bellis perennis,6,,
 29/05/2020,1,2.01,Euphrasia sp.,22,,
 22/05/2020,1,2.01,Euphrasia sp.,28,,
 22/05/2020,1,2.01,Taraxacum sp.,1,,
 22/05/2020,1,2.01,Ranunculus sp.,1,,
 22/05/2020,1,2.01,Bellis perennis,4,,
 29/05/2020,1,2.02,Ranunculus sp.,7,,
 29/05/2020,1,2.02,Bellis perennis,1,,
 29/05/2020,1,2.02,Euphrasia sp.,2,,
 29/05/2020,1,2.02,Blanca comp. Nueva,2,,
 29/05/2020,1,2.02,Vicia pyrenaica,1,,
 22/05/2020,1,2.02,Ranunculus sp.,4,,
 17/05/2020,1,2.03,Bellis perennis,6,,
 17/05/2020,1,2.03,Ranunculus sp.,6,,
 17/05/2020,1,2.03,Vicia pyrenaica,1,,
 29/05/2020,1,2.03,Bellis perennis,16,,
 29/05/2020,1,2.03,Euphrasia sp.,7,,
 29/05/2020,1,2.03,Ranunculus sp.,16,,
 29/05/2020,1,2.03,Blanca comp. Nueva,1,,
 17/05/2020,1,2.04,Erinus alpinus,22,,
 17/05/2020,1,2.04,Bellis perennis,22,,
 29/05/2020,1,2.04,Lotus corniculatus,2,,
 29/05/2020,1,2.04,Ranunculus sp.,2,,
 29/05/2020,1,2.04,Bellis perennis,24,,
 29/05/2020,1,2.04,Vicia pyrenaica,1,,
 17/05/2020,1,2.05,Erinus alpinus,29,,
 17/05/2020,1,2.05,Vicia pyrenaica,9,,
 17/05/2020,1,2.05,Ranunculus sp.,3,,
 29/05/2020,1,2.05,Ranunculus sp.,5,,
 29/05/2020,1,2.05,Bellis perennis,7,,
 29/05/2020,1,2.05,Erinus alpinus,7,,
 17/05/2020,1,2.06,Ranunculus sp.,5,,
 17/05/2020,1,2.06,Bellis perennis,8,,
 17/05/2020,1,2.06,Viola sp.,1,,
 29/05/2020,1,2.06,Ranunculus sp.,8,,
 29/05/2020,1,2.06,Bellis perennis,9,,
 17/05/2020,1,2.07,Ranunculus sp.,7,,
 17/05/2020,1,2.07,Bellis perennis,15,,
 17/05/2020,1,2.07,Erinus alpinus,6,,
 29/05/2020,1,2.07,Anthyllis sp.,3,,
 29/05/2020,1,2.07,Ranunculus sp.,29,,
 29/05/2020,1,2.07,Bellis perennis,9,,
 17/05/2020,1,2.08,Ranunculus sp.,3,,
 17/05/2020,1,2.08,Taraxacum sp.,1,,
 17/05/2020,1,2.08,Bellis perennis,37,,
 29/05/2020,1,2.08,Bellis perennis,30,,
 29/05/2020,1,2.08,Ranunculus sp.,5,,
 17/05/2020,1,2.09,Ranunculus sp.,4,,
 17/05/2020,1,2.09,Bellis perennis,23,,
 17/05/2020,1,2.09,Ajuga reptans,12,,
 29/05/2020,1,2.09,Ranunculus sp.,20,,
 29/05/2020,1,2.09,Bellis perennis,23,,
 17/05/2020,1,2.10,Bellis perennis,2,,
 17/05/2020,1,2.10,Ranunculus sp.,1,,
 29/05/2020,1,2.10,Ranunculus sp.,13,,
 29/05/2020,1,2.10,Lotus corniculatus,2,,
 29/05/2020,1,2.10,Bellis perennis,6,,
 17/05/2020,1,2.11,Polygala vulgaris,2,,
 29/05/2020,1,2.11,Ranunculus sp.,3,,
 17/05/2020,1,2.12,Ranunculus sp.,4,,
 17/05/2020,1,2.12,Bellis perennis,6,,
 17/05/2020,1,2.12,Taraxacum sp.,1,,
30/06/2020,1,2.12,Bellis perennis,5,,
30/06/2020,1,2.12,Trifolium repens,1,,
 17/05/2020,1,2.13,Ranunculus sp.,4,,
 17/05/2020,1,2.13,Vicia pyrenaica,3,,
 17/05/2020,1,2.13,Bellis perennis,23,,
 17/05/2020,1,2.13,Taraxacum sp.,2,,
22/06/2020,1,2.13,Galium sp.,16,,
22/06/2020,1,2.13,Plantago sp.,2,,
22/06/2020,1,2.13,Lotus corniculatus,1,,
22/06/2020,1,2.13,Trifolium repens,1,,
22/06/2020,1,2.13,Bellis perennis,3,,
22/06/2020,1,2.13,Thymus sp.,5,,
 17/05/2020,1,2.14,Ranunculus sp.,5,,
 17/05/2020,1,2.14,Bellis perennis,22,,
 17/05/2020,1,2.14,Taraxacum sp.,2,,
 17/05/2020,1,2.14,Veronica persica,5,,
22/06/2020,1,2.14,Thymus sp.,18,,
22/06/2020,1,2.14,Ranunculus sp.,4,,
22/06/2020,1,2.14,Euphrasia sp.,22,,
22/06/2020,1,2.14,Bellis perennis,14,,
22/06/2020,1,2.14,Galium sp.,3,,
22/06/2020,1,2.14,Linum catharticum,1,,
22/06/2020,1,2.14,Plantago sp.,1,,
 17/05/2020,1,2.15,Ranunculus sp.,8,,
 17/05/2020,1,2.15,Taraxacum sp.,1,,
22/06/2020,1,2.15,Lotus corniculatus,8,,
22/06/2020,1,2.15,Ranunculus sp.,4,,
22/06/2020,1,2.15,Thymus sp.,8,,
22/06/2020,1,2.15,Galium sp.,17,,
22/06/2020,1,2.15,Euphrasia sp.,20,,
 17/05/2020,1,2.16,Bellis perennis,5,,
 17/05/2020,1,2.16,Ranunculus sp.,1,,
22/06/2020,1,2.16,Prunella grandiflora,2,,
22/06/2020,1,2.16,Galium sp.,4,,
22/06/2020,1,2.16,Thymus sp.,4,,
22/06/2020,1,2.16,Bellis perennis,2,,
22/06/2020,1,2.16,Linum catharticum,1,,
 17/05/2020,1,2.17,Bellis perennis,16,,
 17/05/2020,1,2.17,Taraxacum sp.,9,,
 17/05/2020,1,2.17,Ranunculus sp.,1,,
 17/05/2020,1,2.17,Pinguicula grandiflora,3,,
 17/05/2020,1,2.17,Bellis perennis,11,,
22/06/2020,1,2.17,Galium sp.,29,,
22/06/2020,1,2.17,Ranunculus sp.,9,,
22/06/2020,1,2.17,Bellis perennis,11,,
22/06/2020,1,2.17,Trifolium pratense,2,,
 17/05/2020,1,2.18,Pinguicula grandiflora,4,,
 17/05/2020,1,2.18,Taraxacum sp.,6,,
 17/05/2020,1,2.18,Bellis perennis,13,,
 17/05/2020,1,2.18,Ranunculus sp.,3,,
 29/05/2020,1,2.18,Bellis perennis,15,,
 29/05/2020,1,2.18,Ranunculus sp.,22,,
 29/05/2020,1,2.18,Lotus corniculatus,11,,
 17/05/2020,1,2.19,Pinguicula grandiflora,3,,
 17/05/2020,1,2.19,Taraxacum sp.,1,,
 17/05/2020,1,2.19,Ranunculus sp.,1,,
 17/05/2020,1,2.19,Bellis perennis,11,,
 29/05/2020,1,2.19,Ranunculus sp.,5,,
 29/05/2020,1,2.19,Vicia pyrenaica,1,,
 29/05/2020,1,2.19,Bellis perennis,13,,
 6/05/2020,1,2.20,Pinguicula grandiflora,9,,
 6/05/2020,1,2.20,Taraxacum sp.,4,,
 6/05/2020,1,2.20,Ranunculus sp.,1,,
 6/05/2020,1,2.20,Bellis perennis,6,,
 29/05/2020,1,2.20,Bellis perennis,8,,
 29/05/2020,1,2.20,Ranunculus sp.,4,,
 29/05/2020,1,2.20,Blanca estrellada,2,,
 6/05/2020,1,2.21,Pinguicula grandiflora,4,,
 6/05/2020,1,2.21,Ranunculus sp.,3,,
 6/05/2020,1,2.21,Taraxacum sp.,1,,
 6/05/2020,1,2.21,Scilla verna,3,,
 6/05/2020,1,2.21,Bellis perennis,2,,
 29/05/2020,1,2.21,Vicia pyrenaica,1,,
 29/05/2020,1,2.21,Ranunculus sp.,6,,
 29/05/2020,1,2.21,Lotus corniculatus,4,,
 29/05/2020,1,2.21,Saxifraga irsuta,4,,
 29/05/2020,1,2.21,Bellis perennis,8,,
 6/05/2020,1,2.22,Scilla verna,1,,
 6/05/2020,1,2.22,Pinguicula grandiflora,7,,
 6/05/2020,1,2.22,Bellis perennis,12,,
 6/05/2020,1,2.22,Saxifraga sp.,1,,
 6/05/2020,1,2.22,Blanca compuesta,4,,
 29/05/2020,1,2.22,Ranunculus sp.,6,,
 29/05/2020,1,2.22,Bellis perennis,4,,
 6/05/2020,1,2.23,Taraxacum sp.,1,,
 6/05/2020,1,2.23,Pinguicula grandiflora,5,,
 6/05/2020,1,2.23,Bellis perennis,4,,
 29/05/2020,1,2.23,Ranunculus sp.,12,,
 29/05/2020,1,2.23,Bellis perennis,7,,
 6/05/2020,1,2.24,Pinguicula grandiflora,6,,
 6/05/2020,1,2.24,Bellis perennis,12,,
 6/05/2020,1,2.24,Taraxacum sp.,5,,
 6/05/2020,1,2.24,Scilla verna,4,,
 29/05/2020,1,2.24,Ranunculus sp.,5,,
 29/05/2020,1,2.24,Bellis perennis,18,,
 29/05/2020,1,2.24,Vicia pyrenaica,1,,
 29/05/2020,1,3.00,Scorzonera humilis,9,,
 29/05/2020,1,3.00,Euphrasia sp.,3,,
 29/05/2020,1,3.00,Lotus corniculatus,5,,
 29/05/2020,1,3.00,Bellis perennis,2,,
 22/05/2020,1,3.00,Euphrasia sp.,2,,
 29/05/2020,1,3.01,Bellis perennis,22,,
 29/05/2020,1,3.01,Euphrasia sp.,5,,
 29/05/2020,1,3.01,Ranunculus sp.,2,,
 29/05/2020,1,3.01,Scorzonera humilis,5,,
 22/05/2020,1,3.01,Ranunculus sp.,2,,
 22/05/2020,1,3.01,Bellis perennis,13,,
 22/05/2020,1,3.01,Euphrasia sp.,7,,
 22/05/2020,1,3.01,Taraxacum sp.,1,,
 29/05/2020,1,3.02,Bellis perennis,7,,
 29/05/2020,1,3.02,Ranunculus sp.,2,,
 29/05/2020,1,3.02,Vicia pyrenaica,1,,
 29/05/2020,1,3.02,Euphrasia sp.,2,,
 22/05/2020,1,3.02,Ranunculus sp.,1,,
 22/05/2020,1,3.02,Bellis perennis,5,,
 17/05/2020,1,3.03,Ranunculus sp.,3,,
 17/05/2020,1,3.03,Bellis perennis,1,,
 29/05/2020,1,3.03,Ranunculus sp.,4,,
 29/05/2020,1,3.03,Scorzonera humilis,1,,
 29/05/2020,1,3.03,Euphrasia sp.,3,,
 29/05/2020,1,3.03,Bellis perennis,2,,
 17/05/2020,1,3.04,Ranunculus sp.,9,,
 17/05/2020,1,3.04,Vicia pyrenaica,1,,
 17/05/2020,1,3.04,Bellis perennis,1,,
 29/05/2020,1,3.04,Bellis perennis,5,,
 29/05/2020,1,3.04,Ranunculus sp.,12,,
 29/05/2020,1,3.04,Lotus corniculatus,3,,
 17/05/2020,1,3.05,Bellis perennis,9,,
 17/05/2020,1,3.05,Scilla verna,3,,
 29/05/2020,1,3.05,Ranunculus sp.,7,,
 29/05/2020,1,3.05,Bellis perennis,9,,
 17/05/2020,1,3.06,Vicia pyrenaica,1,,
 17/05/2020,1,3.06,Ranunculus sp.,1,,
 29/05/2020,1,3.06,Vicia pyrenaica,3,,
 29/05/2020,1,3.06,Polygala vulgaris,2,,
 29/05/2020,1,3.06,Ranunculus sp.,2,,
 17/05/2020,1,3.07,Vicia pyrenaica,6,,
 17/05/2020,1,3.07,Ranunculus sp.,1,,
 17/05/2020,1,3.07,Bellis perennis,2,,
 17/05/2020,1,3.07,Polygala vulgaris,5,,
 29/05/2020,1,3.07,Ranunculus sp.,9,,
 29/05/2020,1,3.07,Bellis perennis,6,,
 17/05/2020,1,3.08,Bellis perennis,21,,
 17/05/2020,1,3.08,Ranunculus sp.,2,,
 29/05/2020,1,3.08,Bellis perennis,20,,
 29/05/2020,1,3.08,Ranunculus sp.,7,,
 17/05/2020,1,3.09,Bellis perennis,28,,
 29/05/2020,1,3.09,Ranunculus sp.,9,,
