Fecha,Bosque,"(x,y)",SP,flores_disponibles,Escapos_indivi,obsrvaciones 
 17/05/2020,1,8.16,Erysimum sp.,11,,
 17/05/2020,1,8.16,Blanca compuesta,12,,
 17/05/2020,1,8.16,Bellis perennis,48,,
 17/05/2020,1,8.16,Taraxacum sp.,1,,
 17/05/2020,1,8.16,Ranunculus sp.,11,,
22/06/2020,1,8.16,Ranunculus sp.,4,,
22/06/2020,1,8.16,Bellis perennis,29,,
22/06/2020,1,8.16,Galium sp.,6,,
22/06/2020,1,8.16,Plantago sp.,5,,
22/06/2020,1,8.16,Trifolium pratense,1,,
 17/05/2020,1,8.17,Pinguicula grandiflora,2,,
 17/05/2020,1,8.17,Taraxacum sp.,1,,
 17/05/2020,1,8.17,Ranunculus sp.,2,,
 17/05/2020,1,8.17,Bellis perennis,19,,
22/06/2020,1,8.17,Bellis perennis,6,,
22/06/2020,1,8.17,Ranunculus sp.,2,,
22/06/2020,1,8.17,Thymus sp.,5,,
22/06/2020,1,8.17,Plantago sp.,7,,
22/06/2020,1,8.17,Trifolium repens,1,,
22/06/2020,1,8.17,Galium sp.,2,,
 17/05/2020,1,8.18,Ranunculus sp.,5,,
 17/05/2020,1,8.18,Bellis perennis,5,,
 17/05/2020,1,8.18,Pinguicula grandiflora,2,,
 29/05/2020,1,8.18,Ranunculus sp.,13,,
 29/05/2020,1,8.18,Medicago lupulina,11,,
 29/05/2020,1,8.18,Bellis perennis,8,,
 29/05/2020,1,8.18,Vicia pyrenaica,1,,
 17/05/2020,1,8.19,Ranunculus sp.,15,,
 17/05/2020,1,8.19,Taraxacum sp.,4,,
 17/05/2020,1,8.19,Pinguicula grandiflora,2,,
 29/05/2020,1,8.19,Ranunculus sp.,3,,
 29/05/2020,1,8.19,Vicia pyrenaica,1,,
 29/05/2020,1,8.19,Medicago lupulina,24,,
 29/05/2020,1,8.19,Bellis perennis,30,,
 29/05/2020,1,8.19,Taraxacum sp.,1,,
 6/05/2020,1,8.20,Ranunculus sp.,1,,
 6/05/2020,1,8.20,Taraxacum sp.,2,,
 6/05/2020,1,8.20,Pinguicula grandiflora,3,,
 6/05/2020,1,8.20,Bellis perennis,2,,
 6/05/2020,1,8.20,Saxifraga,2,,
 29/05/2020,1,8.20,Ranunculus sp.,21,,
 29/05/2020,1,8.20,Bellis perennis,26,,
 6/05/2020,1,8.21,Taraxacum sp.,6,,
 6/05/2020,1,8.21,Pinguicula grandiflora,2,,
 6/05/2020,1,8.21,Bellis perennis,21,,
 29/05/2020,1,8.21,Taraxacum sp.,1,,
 29/05/2020,1,8.21,Ranunculus sp.,14,,
 29/05/2020,1,8.21,Bellis perennis,38,,
 6/05/2020,1,8.22,Taraxacum sp.,9,,
 6/05/2020,1,8.22,Ranunculus sp.,1,,
 6/05/2020,1,8.22,Bellis perennis,24,,
 6/05/2020,1,8.22,Pinguicula grandiflora,5,,
 29/05/2020,1,8.22,Ranunculus sp.,14,,
 29/05/2020,1,8.22,Bellis perennis,33,,
 29/05/2020,1,8.22,Taraxacum sp.,1,,
 6/05/2020,1,8.23,Scilla verna,5,,
 6/05/2020,1,8.23,Pinguicula grandiflora,1,,
 6/05/2020,1,8.23,Taraxacum sp.,8,,
 6/05/2020,1,8.23,Bellis perennis,23,,
 6/05/2020,1,8.23,Viola sp.,1,,
 29/05/2020,1,8.23,Ranunculus sp.,13,,
 29/05/2020,1,8.23,Bellis perennis,19,,
 6/05/2020,1,8.24,Ranunculus sp.,1,,
 6/05/2020,1,8.24,Bellis perennis,8,,
 29/05/2020,1,8.24,Ranunculus sp.,17,,
 29/05/2020,1,8.24,Bellis perennis,16,,
 29/05/2020,1,9.00,Bellis perennis,11,,
 29/05/2020,1,9.00,Ranunculus sp.,4,,
 22/05/2020,1,9.00,Bellis perennis,9,,
 29/05/2020,1,9.01,Bellis perennis,4,,
 29/05/2020,1,9.01,Euphrasia sp.,1,,
 22/05/2020,1,9.01,Bellis perennis,6,,
 22/05/2020,1,9.01,Taraxacum sp.,1,,
 22/05/2020,1,9.01,Vicia pyrenaica,1,,
 22/05/2020,1,9.01,Polygala vulgaris,2,,
 29/05/2020,1,9.02,Euphrasia sp.,15,,
 29/05/2020,1,9.02,Ranunculus sp.,2,,
 29/05/2020,1,9.02,Vicia pyrenaica,1,,
 29/05/2020,1,9.02,Bellis perennis,1,,
 29/05/2020,1,9.02,Blanca comp. Nueva,3,,
 22/05/2020,1,9.02,Thymus sp.,3,,
 22/05/2020,1,9.02,Vicia pyrenaica,1,,
 17/05/2020,1,9.03,Bellis perennis,3,,
 17/05/2020,1,9.03,Vicia pyrenaica,1,,
 17/05/2020,1,9.03,Ranunculus sp.,1,,
 29/05/2020,1,9.03,Ranunculus sp.,6,,
 29/05/2020,1,9.03,Bellis perennis,4,,
 29/05/2020,1,9.03,Euphrasia sp.,3,,
 17/05/2020,1,9.04,Vicia pyrenaica,1,,
 17/05/2020,1,9.04,Ranunculus sp.,1,,
 17/05/2020,1,9.04,Bellis perennis,11,,
 29/05/2020,1,9.04,Bellis perennis,6,,
 29/05/2020,1,9.04,Ranunculus sp.,7,,
 17/05/2020,1,9.05,Taraxacum sp.,1,,
 17/05/2020,1,9.05,Bellis perennis,4,,
 17/05/2020,1,9.05,Scilla verna,3,,
 29/05/2020,1,9.05,Bellis perennis,9,,
 29/05/2020,1,9.05,Lotus corniculatus,1,,
 29/05/2020,1,9.05,Euphrasia sp.,2,,
 17/05/2020,1,9.06,Bellis perennis,1,,
 17/05/2020,1,9.06,Erysimum sp.,5,,
 17/05/2020,1,9.06,Erinus alpinus,7,,
 29/05/2020,1,9.06,Bellis perennis,7,,
 17/05/2020,1,9.07,Ranunculus sp.,1,,
 17/05/2020,1,9.07,Bellis perennis,6,,
 17/05/2020,1,9.07,Erysimum sp.,2,,
 29/05/2020,1,9.07,Bellis perennis,6,,
 29/05/2020,1,9.07,Blanca comp. Nueva,3,,
 17/05/2020,1,9.08,Bellis perennis,6,,
 17/05/2020,1,9.08,Ranunculus sp.,3,,
 17/05/2020,1,9.08,Erinus alpinus,6,,
 17/05/2020,1,9.08,Taraxacum sp.,1,,
 29/05/2020,1,9.08,Vicia pyrenaica,4,,
 29/05/2020,1,9.08,Bellis perennis,11,,
 17/05/2020,1,9.09,Bellis perennis,4,,
 17/05/2020,1,9.09,Vicia pyrenaica,3,,
 17/05/2020,1,9.09,Ranunculus sp.,2,,
 17/05/2020,1,9.09,Erysimum sp.,5,,
 17/05/2020,1,9.09,Bellis perennis,5,,
 17/05/2020,1,9.09,Vicia pyrenaica,1,,
 29/05/2020,1,9.09,,,,
 17/05/2020,1,9.10,Taraxacum sp.,2,,
 17/05/2020,1,9.10,Ranunculus sp.,12,,
 17/05/2020,1,9.10,Bellis perennis,1,,
 29/05/2020,1,9.10,Bellis perennis,14,,
 29/05/2020,1,9.10,Vicia pyrenaica,3,,
 29/05/2020,1,9.10,Ranunculus sp.,24,,
 29/05/2020,1,9.10,Lotus corniculatus,8,,
 17/05/2020,1,9.11,Pinguicula grandiflora,2,,
 17/05/2020,1,9.11,Bellis perennis,25,,
 17/05/2020,1,9.11,Ranunculus sp.,5,,
 17/05/2020,1,9.11,Taraxacum sp.,4,,
 29/05/2020,1,9.11,Bellis perennis,28,,
 29/05/2020,1,9.11,Pinguicula grandiflora,1,,
 29/05/2020,1,9.11,Ranunculus sp.,8,,
 17/05/2020,1,9.12,Vicia pyrenaica,1,,
 17/05/2020,1,9.12,Erinus alpinus,18,,
 17/05/2020,1,9.12,Taraxacum sp.,1,,
 17/05/2020,1,9.12,Bellis perennis,4,,
 17/05/2020,1,9.12,Ranunculus sp.,1,,
 17/05/2020,1,9.12,Polygala vulgaris,2,,
30/06/2020,1,9.12,Thymus sp.,17,,
30/06/2020,1,9.12,Bellis perennis,2,,
30/06/2020,1,9.12,Ranunculus sp.,1,,
30/06/2020,1,9.12,Veronica sp.,2,,
 17/05/2020,1,9.13,Scilla verna,2,,
 17/05/2020,1,9.13,Taraxacum sp.,1,,
 17/05/2020,1,9.13,Bellis perennis,4,,
 17/05/2020,1,9.13,Ranunculus sp.,1,,
22/06/2020,1,9.13,Trifolium pratense,13,,
22/06/2020,1,9.13,Galium sp.,4,,
22/06/2020,1,9.13,Plantago sp.,8,,
22/06/2020,1,9.13,Ranunculus sp.,1,,
 17/05/2020,1,9.14,Bellis perennis,17,,
 17/05/2020,1,9.14,Taraxacum sp.,2,,
 17/05/2020,1,9.14,Ranunculus sp.,2,,
22/06/2020,1,9.14,Thymus sp.,6,,
22/06/2020,1,9.14,Trifolium pratense,2,,
22/06/2020,1,9.14,Galium sp.,18,,
 17/05/2020,1,9.15,Taraxacum sp.,2,,
 17/05/2020,1,9.15,Bellis perennis,25,,
 17/05/2020,1,9.15,Ranunculus sp.,3,,
22/06/2020,1,9.15,Thymus sp.,13,,
22/06/2020,1,9.15,Ranunculus sp.,3,,
22/06/2020,1,9.15,Lotus corniculatus,3,,
22/06/2020,1,9.15,Bellis perennis,9,,
22/06/2020,1,9.15,Plantago sp.,5,,
 17/05/2020,1,9.16,Bellis perennis,25,,
 17/05/2020,1,9.16,Ranunculus sp.,15,,
22/06/2020,1,9.16,Lotus corniculatus,9,,
22/06/2020,1,9.16,Ranunculus sp.,3,,
22/06/2020,1,9.16,Bellis perennis,10,,
22/06/2020,1,9.16,Thymus sp.,5,,
22/06/2020,1,9.16,Galium sp.,15,,
 17/05/2020,1,9.17,Ranunculus sp.,5,,
 17/05/2020,1,9.17,Bellis perennis,8,,
 17/05/2020,1,9.17,Erysimum sp.,1,,
22/06/2020,1,9.17,Bellis perennis,4,,
22/06/2020,1,9.17,Galium sp.,36,,
22/06/2020,1,9.17,Ranunculus sp.,5,,
22/06/2020,1,9.17,Lotus corniculatus,1,,
 17/05/2020,1,9.18,Ranunculus sp.,4,,
 17/05/2020,1,9.18,Taraxacum sp.,4,,
 17/05/2020,1,9.18,Bellis perennis,4,,
 17/05/2020,1,9.18,Blanca compuesta,2,,
 17/05/2020,1,9.18,Pinguicula grandiflora,1,,
 29/05/2020,1,9.18,Vicia pyrenaica,3,,
 29/05/2020,1,9.18,Ranunculus sp.,17,,
 29/05/2020,1,9.18,Bellis perennis,7,,
 29/05/2020,1,9.18,Blanquita nueva,3,,
 17/05/2020,1,9.19,Vicia pyrenaica,1,,
 17/05/2020,1,9.19,Blanca compuesta,1,,
 17/05/2020,1,9.19,Ranunculus sp.,9,,
 17/05/2020,1,9.19,Bellis perennis,22,,
 17/05/2020,1,9.19,Veronica persica,6,,
 29/05/2020,1,9.19,Ranunculus sp.,28,,
 29/05/2020,1,9.19,Bellis perennis,9,,
 29/05/2020,1,9.19,Blanca comp.,2,,
 6/05/2020,1,9.20,Veronica persica,1,,
 6/05/2020,1,9.20,Bellis perennis,19,,
 6/05/2020,1,9.20,Taraxacum sp.,2,,
 29/05/2020,1,9.20,Ranunculus sp.,18,,
 29/05/2020,1,9.20,Bellis perennis,41,,
 29/05/2020,1,9.20,Taraxacum sp.,1,,
 6/05/2020,1,9.21,Pinguicula grandiflora,9,,
 6/05/2020,1,9.21,Taraxacum sp.,2,,
 6/05/2020,1,9.21,Bellis perennis,2,,
 29/05/2020,1,9.21,Ranunculus sp.,12,,
 29/05/2020,1,9.21,Bellis perennis,11,,
 6/05/2020,1,9.22,Pinguicula grandiflora,5,,
 6/05/2020,1,9.22,Veronica persica,3,,
 6/05/2020,1,9.22,Bellis perennis,22,,
 6/05/2020,1,9.22,Ranunculus sp.,5,,
 6/05/2020,1,9.22,Taraxacum sp.,6,,
 29/05/2020,1,9.22,Ranunculus sp.,30,,
 29/05/2020,1,9.22,Pinguicula grandiflora,2,,
 29/05/2020,1,9.22,Bellis perennis,31,,
 6/05/2020,1,9.23,Taraxacum sp.,2,,
 6/05/2020,1,9.23,Bellis perennis,4,,
 6/05/2020,1,9.23,Ranunculus sp.,1,,
 6/05/2020,1,9.23,Pinguicula grandiflora,2,,
 6/05/2020,1,9.23,Saxifraga sp.,4,,
 29/05/2020,1,9.23,Ranunculus sp.,5,,
 29/05/2020,1,9.23,Bellis perennis,13,,
 6/05/2020,1,9.24,Pinguicula grandiflora,2,,
 6/05/2020,1,9.24,Bellis perennis,8,,
 29/05/2020,1,9.24,Bellis perennis,16,,
 29/05/2020,1,9.24,Ranunculus sp.,6,,
 29/05/2020,1,10.00,Bellis perennis,3,,
 29/05/2020,1,10.00,Euphrasia sp.,2,,
 29/05/2020,1,10.00,Blanca comp. Nueva,5,,
 22/05/2020,1,10.00,Vicia pyrenaica,1,,
 22/05/2020,1,10.00,Erysimum sp.,2,,
 22/05/2020,1,10.00,Euphrasia sp.,2,,
 22/05/2020,1,10.00,Bellis perennis,5,,
 29/05/2020,1,10.01,Ranunculus sp.,3,,
 29/05/2020,1,10.01,Bellis perennis,3,,
 29/05/2020,1,10.01,Vicia pyrenaica,4,,
 29/05/2020,1,10.01,Euphrasia sp.,9,,
 22/05/2020,1,10.01,Vicia pyrenaica,4,,
 22/05/2020,1,10.01,Euphrasia sp.,5,,
 22/05/2020,1,10.01,Ranunculus sp.,1,,
 22/05/2020,1,10.01,Bellis perennis,8,,
 29/05/2020,1,10.02,Vicia pyrenaica,4,,
 29/05/2020,1,10.02,Euphrasia sp.,3,,
 29/05/2020,1,10.02,Ranunculus sp.,2,,
 29/05/2020,1,10.02,Bellis perennis,2,,
 29/05/2020,1,10.02,Thymus sp.,4,,
 22/05/2020,1,10.02,Vicia pyrenaica,9,,
 22/05/2020,1,10.02,Ranunculus sp.,2,,
 22/05/2020,1,10.02,Euphrasia sp.,3,,
 22/05/2020,1,10.02,Bellis perennis,1,,
 17/05/2020,1,10.03,Vicia pyrenaica,1,,
 17/05/2020,1,10.03,Bellis perennis,9,,
 29/05/2020,1,10.03,Bellis perennis,19,,
 29/05/2020,1,10.03,Ranunculus sp.,4,,
 17/05/2020,1,10.04,Veronica persica,6,,
 17/05/2020,1,10.04,Bellis perennis,9,,
 17/05/2020,1,10.04,Taraxacum sp.,1,,
 29/05/2020,1,10.04,Bellis perennis,3,,
 29/05/2020,1,10.04,Blanca comp. Nueva,3,,
 17/05/2020,1,10.05,Bellis perennis,3,,
 17/05/2020,1,10.05,Polygala vulgaris,2,,
 29/05/2020,1,10.05,Bellis perennis,5,,
 29/05/2020,1,10.05,Euphrasia sp.,3,,
 29/05/2020,1,10.05,Ranunculus sp.,3,,
 17/05/2020,1,10.06,Erinus alpinus,7,,
 17/05/2020,1,10.06,Bellis perennis,2,,
 29/05/2020,1,10.06,Ranunculus sp.,5,,
 29/05/2020,1,10.06,Scorzonera humilis,1,,
 29/05/2020,1,10.06,Bellis perennis,5,,
 29/05/2020,1,10.06,Erinus alpinus,3,,
 29/05/2020,1,10.06,Euphrasia sp.,2,,
 17/05/2020,1,10.07,Bellis perennis,8,,
 17/05/2020,1,10.07,Polygala vulgaris,6,,
 29/05/2020,1,10.07,Bellis perennis,16,,
 29/05/2020,1,10.07,Ranunculus sp.,10,,
 17/05/2020,1,10.08,Polygala vulgaris,3,,
 17/05/2020,1,10.08,Bellis perennis,14,,
 17/05/2020,1,10.08,Ranunculus sp.,2,,
 29/05/2020,1,10.08,Bellis perennis,10,,
 29/05/2020,1,10.08,Ranunculus sp.,4,,
 29/05/2020,1,10.08,Lotus corniculatus,1,,
 29/05/2020,1,10.08,Blanca comp. Nueva,1,,
 29/05/2020,1,10.08,Blanca comp.,1,,
 17/05/2020,1,10.09,Ranunculus sp.,9,,
 17/05/2020,1,10.09,Vicia pyrenaica,3,,
 17/05/2020,1,10.09,Bellis perennis,17,,
 17/05/2020,1,10.09,Blanca compuesta,4,,
 29/05/2020,1,10.09,Ranunculus sp.,11,,
 29/05/2020,1,10.09,Vicia pyrenaica,3,,
 29/05/2020,1,10.09,Blanca comp.,1,,
 29/05/2020,1,10.09,Bellis perennis,10,,
 17/05/2020,1,10.10,Vicia pyrenaica,6,,
 17/05/2020,1,10.10,Bellis perennis,15,,
 17/05/2020,1,10.10,Taraxacum sp.,4,,
 17/05/2020,1,10.10,Veronica persica,2,,
 17/05/2020,1,10.10,Scilla verna,2,,
 29/05/2020,1,10.10,Ranunculus sp.,15,,
 29/05/2020,1,10.10,Vicia pyrenaica,2,,
 29/05/2020,1,10.10,Bellis perennis,20,,
 17/05/2020,1,10.11,Bellis perennis,32,,
 17/05/2020,1,10.11,Veronica persica,7,,
 17/05/2020,1,10.11,Ranunculus sp.,4,,
 17/05/2020,1,10.11,Taraxacum sp.,4,,
 29/05/2020,1,10.11,Bellis perennis,42,,
 29/05/2020,1,10.11,Ranunculus sp.,12,,
 29/05/2020,1,10.11,Scorzonera humilis,1,,
 17/05/2020,1,10.12,Taraxacum sp.,6,,
 17/05/2020,1,10.12,Scilla verna,1,,
 17/05/2020,1,10.12,Bellis perennis,15,,
 17/05/2020,1,10.12,Polygala vulgaris,1,,
30/06/2020,1,10.12,Bellis perennis,5,,
30/06/2020,1,10.12,Lotus corniculatus,2,,
30/06/2020,1,10.12,Thymus sp.,3,,
30/06/2020,1,10.12,Trifolium repens,1,,
 17/05/2020,1,10.13,Bellis perennis,11,,
 17/05/2020,1,10.13,Taraxacum sp.,2,,
 17/05/2020,1,10.13,Ranunculus sp.,9,,
22/06/2020,1,10.13,Bellis perennis,4,,
22/06/2020,1,10.13,Lotus corniculatus,10,,
22/06/2020,1,10.13,Ranunculus sp.,7,,
22/06/2020,1,10.13,Lobularia sp.,1,,
22/06/2020,1,10.13,Galium sp.,7,,
 17/05/2020,1,10.14,Bellis perennis,19,,
 17/05/2020,1,10.14,Vicia pyrenaica,2,,
 17/05/2020,1,10.14,Veronica persica,8,,
 17/05/2020,1,10.14,Erinus alpinus,7,,
22/06/2020,1,10.14,Bellis perennis,5,,
22/06/2020,1,10.14,Ranunculus sp.,1,,
22/06/2020,1,10.14,Plantago sp.,6,,
22/06/2020,1,10.14,Trifolium repens,3,,
22/06/2020,1,10.14,Lotus corniculatus,3,,
 17/05/2020,1,10.15,Bellis perennis,18,,
 17/05/2020,1,10.15,Ranunculus sp.,6,,
22/06/2020,1,10.15,Bellis perennis,4,,
22/06/2020,1,10.15,Thymus sp.,11,,
22/06/2020,1,10.15,Ranunculus sp.,1,,
22/06/2020,1,10.15,Galium sp.,7,,
22/06/2020,1,10.15,Plantago sp.,3,,
 17/05/2020,1,10.16,Bellis perennis,24,,
 17/05/2020,1,10.16,Taraxacum sp.,1,,
 17/05/2020,1,10.16,Ranunculus sp.,3,,
 17/05/2020,1,10.16,Veronica persica,3,,
22/06/2020,1,10.16,Bellis perennis,14,,
22/06/2020,1,10.16,Galium sp.,22,,
22/06/2020,1,10.16,Plantago sp.,4,,
22/06/2020,1,10.16,Ranunculus sp.,3,,
22/06/2020,1,10.16,Lotus corniculatus,2,,
22/06/2020,1,10.16,Thymus sp.,6,,
22/06/2020,1,10.16,Trifolium repens,1,,
 17/05/2020,1,10.17,Ranunculus sp.,1,,
 17/05/2020,1,10.17,Veronica persica,3,,
 17/05/2020,1,10.17,Veronica persica,3,,
 17/05/2020,1,10.17,Viola sp.,1,,
 17/05/2020,1,10.17,Bellis perennis,2,,
22/06/2020,1,10.17,Bellis perennis,24,,
22/06/2020,1,10.17,Trifolium repens,1,,
 17/05/2020,1,10.18,Pinguicula grandiflora,2,,
 17/05/2020,1,10.18,Erinus alpinus,17,,
 17/05/2020,1,10.18,Ranunculus sp.,1,,
 17/05/2020,1,10.18,Bellis perennis,1,,
 17/05/2020,1,10.18,Taraxacum sp.,2,,
 29/05/2020,1,10.18,Bellis perennis,10,,
 29/05/2020,1,10.18,Ranunculus sp.,4,,
 29/05/2020,1,10.18,Erinus alpinus,38,,
 17/05/2020,1,10.19,Scilla verna,3,,
 17/05/2020,1,10.19,Bellis perennis,11,,
 17/05/2020,1,10.19,Ranunculus sp.,3,,
 29/05/2020,1,10.19,Bellis perennis,13,,
 29/05/2020,1,10.19,Ranunculus sp.,40,,
 29/05/2020,1,10.19,Vicia pyrenaica,1,,
 6/05/2020,1,10.20,Veronica persica,6,,
 6/05/2020,1,10.20,Ranunculus sp.,3,,
 6/05/2020,1,10.20,Taraxacum sp.,4,,
 6/05/2020,1,10.20,Geranium robertianum,1,,
 6/05/2020,1,10.20,Bellis perennis,8,,
 29/05/2020,1,10.20,Ranunculus sp.,36,,
 29/05/2020,1,10.20,Taraxacum sp.,1,,
 29/05/2020,1,10.20,Bellis perennis,25,,
 29/05/2020,1,10.20,Linaria sp.,2,1,
 6/05/2020,1,10.21,Taraxacum sp.,6,,
 6/05/2020,1,10.21,Ranunculus sp.,1,,
 6/05/2020,1,10.21,Bellis perennis,23,,
 29/05/2020,1,10.21,Veronica sp.,1,,
 29/05/2020,1,10.21,Bellis perennis,26,,
 29/05/2020,1,10.21,Linaria sp.,4,2,
 29/05/2020,1,10.21,Ranunculus sp.,10,,
 6/05/2020,1,10.22,Bellis perennis,35,,
 6/05/2020,1,10.22,Taraxacum sp.,5,,
 29/05/2020,1,10.22,Ranunculus sp.,16,,
 29/05/2020,1,10.22,Bellis perennis,24,,
 6/05/2020,1,10.23,Taraxacum sp.,4,,
 6/05/2020,1,10.23,Pinguicula grandiflora,1,,
 6/05/2020,1,10.23,Bellis perennis,21,,
 29/05/2020,1,10.23,Ranunculus sp.,3,,
 29/05/2020,1,10.23,Bellis perennis,29,,
 6/05/2020,1,10.24,Taraxacum sp.,3,,
 6/05/2020,1,10.24,Scilla verna,11,,
 6/05/2020,1,10.24,Bellis perennis,22,,
 29/05/2020,1,10.24,Ranunculus sp.,5,,
 29/05/2020,1,10.24,Bellis perennis,42,,
 29/05/2020,1,11.00,Lotus corniculatus,7,,
 22/05/2020,1,11.00,,,,
 29/05/2020,1,11.01,Ranunculus sp.,2,,
 29/05/2020,1,11.01,Bellis perennis,13,,
 29/05/2020,1,11.01,Euphrasia sp.,3,,
 29/05/2020,1,11.01,Blanquita nueva,3,,
 29/05/2020,1,11.01,mini amarilla,4,,
 29/05/2020,1,11.01,Thymus sp.,24,,
 29/05/2020,1,11.01,Cerastium sp.,2,,
 22/05/2020,1,11.01,Bellis perennis,12,,
 22/05/2020,1,11.01,Ranunculus sp.,2,,
 29/05/2020,1,11.02,Bellis perennis,13,,
 29/05/2020,1,11.02,Ranunculus sp.,8,,
 22/05/2020,1,11.02,Ranunculus sp.,6,,
 22/05/2020,1,11.02,Bellis perennis,5,,
 17/05/2020,1,11.03,Erysimum sp.,5,,
 17/05/2020,1,11.03,Bellis perennis,5,,
 17/05/2020,1,11.03,Vicia pyrenaica,1,,
 29/05/2020,1,11.03,Ranunculus sp.,21,,
 29/05/2020,1,11.03,Bellis perennis,12,,
 29/05/2020,1,11.03,Blanca comp. Nueva,2,,
 29/05/2020,1,11.03,Euphrasia sp.,2,,
 17/05/2020,1,11.04,Ranunculus sp.,1,,
 17/05/2020,1,11.04,Bellis perennis,11,,
 17/05/2020,1,11.04,Veronica persica,1,,
 29/05/2020,1,11.04,Bellis perennis,6,,
 29/05/2020,1,11.04,Ranunculus sp.,10,,
 17/05/2020,1,11.05,Bellis perennis,8,,
 17/05/2020,1,11.05,Ranunculus sp.,3,,
 17/05/2020,1,11.05,Scilla verna,3,,
 29/05/2020,1,11.05,Vicia pyrenaica,1,,
 29/05/2020,1,11.05,Euphrasia sp.,2,,
 29/05/2020,1,11.05,Bellis perennis,5,,
 29/05/2020,1,11.05,Ranunculus sp.,11,,
 17/05/2020,1,11.06,Vicia pyrenaica,2,,
 17/05/2020,1,11.06,Bellis perennis,6,,
 17/05/2020,1,11.06,Taraxacum sp.,2,,
 29/05/2020,1,11.06,Bellis perennis,5,,
 29/05/2020,1,11.06,Ranunculus sp.,3,,
 29/05/2020,1,11.06,Euphrasia sp.,4,,
 17/05/2020,1,11.07,Bellis perennis,11,,
 17/05/2020,1,11.07,Ranunculus sp.,2,,
 17/05/2020,1,11.07,Taraxacum sp.,1,,
 29/05/2020,1,11.07,Bellis perennis,10,,
 29/05/2020,1,11.07,Ranunculus sp.,12,,
 29/05/2020,1,11.07,Vicia pyrenaica,2,,
 29/05/2020,1,11.07,Thymus sp.,7,,
 17/05/2020,1,11.08,Bellis perennis,5,,
 29/05/2020,1,11.08,Bellis perennis,3,,
 29/05/2020,1,11.08,Ranunculus sp.,1,,
 17/05/2020,1,11.09,Ranunculus sp.,3,,
 17/05/2020,1,11.09,Bellis perennis,21,,
 29/05/2020,1,11.09,Bellis perennis,17,,
 29/05/2020,1,11.09,Ranunculus sp.,18,,
 17/05/2020,1,11.10,Bellis perennis,24,,
 17/05/2020,1,11.10,Taraxacum sp.,3,,
 17/05/2020,1,11.10,Vicia pyrenaica,2,,
 29/05/2020,1,11.10,Ranunculus sp.,8,,
 29/05/2020,1,11.10,Bellis perennis,22,,
 17/05/2020,1,11.11,Ranunculus sp.,6,,
 17/05/2020,1,11.11,Taraxacum sp.,4,,
 17/05/2020,1,11.11,Bellis perennis,11,,
 29/05/2020,1,11.11,Bellis perennis,35,,
 29/05/2020,1,11.11,Ranunculus sp.,14,,
 17/05/2020,1,11.12,Erinus alpinus,13,,
 17/05/2020,1,11.12,Taraxacum sp.,3,,
 17/05/2020,1,11.12,Bellis perennis,29,,
30/06/2020,1,11.12,Thymus sp.,16,,
30/06/2020,1,11.12,Bellis perennis,10,,
30/06/2020,1,11.12,Lotus corniculatus,2,,
 17/05/2020,1,11.13,Bellis perennis,31,,
 17/05/2020,1,11.13,Ranunculus sp.,2,,
 17/05/2020,1,11.13,Taraxacum sp.,2,,
22/06/2020,1,11.13,Galium sp.,5,,
22/06/2020,1,11.13,Lotus corniculatus,3,,
22/06/2020,1,11.13,Bellis perennis,5,,
22/06/2020,1,11.13,Thymus sp.,1,,
22/06/2020,1,11.13,Galium sp.,10,,
22/06/2020,1,11.13,Plantago sp.,2,,
22/06/2020,1,11.13,Trifolium pratense,2,,
 17/05/2020,1,11.14,Vicia pyrenaica,1,,
 17/05/2020,1,11.14,Bellis perennis,24,,
 17/05/2020,1,11.14,Ranunculus sp.,1,,
 17/05/2020,1,11.14,Taraxacum sp.,3,,
22/06/2020,1,11.14,Galium sp.,13,,
22/06/2020,1,11.14,Thymus sp.,3,,
22/06/2020,1,11.14,Linum catharticum,1,,
22/06/2020,1,11.14,Bellis perennis,12,,
22/06/2020,1,11.14,Ranunculus sp.,1,,
22/06/2020,1,11.14,Lotus corniculatus,2,,
 17/05/2020,1,11.15,Ranunculus sp.,11,,
 17/05/2020,1,11.15,Bellis perennis,39,,
 17/05/2020,1,11.15,Taraxacum sp.,1,,
22/06/2020,1,11.15,Ranunculus sp.,2,,
22/06/2020,1,11.15,Lotus corniculatus,2,,
22/06/2020,1,11.15,Bellis perennis,17,,
22/06/2020,1,11.15,Plantago sp.,2,,
 17/05/2020,1,11.16,Veronica persica,25,,
 17/05/2020,1,11.16,Bellis perennis,58,,
 17/05/2020,1,11.16,Ranunculus sp.,3,,
 17/05/2020,1,11.16,Taraxacum sp.,1,,
22/06/2020,1,11.16,Bellis perennis,41,,
22/06/2020,1,11.16,Ranunculus sp.,4,,
22/06/2020,1,11.16,Thymus sp.,1,,
22/06/2020,1,11.16,Galium sp.,31,,
 17/05/2020,1,11.17,Veronica persica,3,,
 17/05/2020,1,11.17,Vicia pyrenaica,2,,
 17/05/2020,1,11.17,Bellis perennis,46,,
 17/05/2020,1,11.17,Ranunculus sp.,12,,
 17/05/2020,1,11.17,Taraxacum sp.,6,,
22/06/2020,1,11.17,Bellis perennis,37,,
22/06/2020,1,11.17,Ranunculus sp.,8,,
22/06/2020,1,11.17,Galium sp.,15,,
22/06/2020,1,11.17,Plantago sp.,4,,
 17/05/2020,1,11.18,Pinguicula grandiflora,9,,
 17/05/2020,1,11.18,Bellis perennis,1,,
