Fecha,Hora,Bosque,Codigo_vuelo_dia,Codigo_Vuelos,Orden_vuelo,Polinizador,Codigo_captura,sexo,Planta_vistada,"coord_cuadra(x,y)",observaciones,x_geo,y_geo
03/05/20,12:29:00,3,1,1,1,Bombus terrestris,,,Lathyrus linifolius,"24,24",,-2.8249904000,43.0758458200
03/05/20,12:29:00,3,1,,2,Bombus terrestris,,,Ranunculus sp.,"24,24",,,
03/05/20,13:07:00,3,2,2,1,Bombus lapidarius,,,Lathyrus linifolius,"20,08",,-2.8250249700,43.0759921600
03/05/20,13:07:00,3,2,,2,Bombus lapidarius,,,Lathyrus linifolius,"19,09",,,
03/05/20,13:07:00,3,2,,3,Bombus lapidarius,,,Lathyrus linifolius,"20,07",,,
03/05/20,13:07:00,3,2,,4,Bombus lapidarius,,,Lathyrus linifolius,"18,07",,,
03/05/20,13:07:00,3,2,,5,Bombus lapidarius,,,Lathyrus linifolius,"17,07",,,
03/05/20,13:07:00,3,2,,6,Bombus lapidarius,,,Lathyrus linifolius,"16,05",,,
03/05/20,16:20:00,3,3,3,1,Bombus lapidarius,,,Lathyrus linifolius,"4,06",,-2.8251928700,43.0760373400
03/05/20,16:20:00,3,3,,2,Bombus lapidarius,,,Lathyrus linifolius,"10,07",,,
03/05/20,16:20:00,3,3,,3,Bombus lapidarius,,,Lathyrus linifolius,"12,09",,,
03/05/20,16:20:00,3,3,,4,Bombus lapidarius,,,Lathyrus linifolius,"13,09",,,
03/05/20,16:20:00,3,3,,5,Bombus lapidarius,,,Lathyrus linifolius,"13,09",,,
03/05/20,16:20:00,3,3,,6,Bombus lapidarius,,,Lathyrus linifolius,"18,09",,,
03/05/20,16:20:00,3,3,,7,Bombus lapidarius,,,Lathyrus linifolius,"19,08",,,
03/05/20,16:20:00,3,3,,8,Bombus lapidarius,,,Lathyrus linifolius,"20,10",,,
03/05/20,16:24:00,3,4,4,1,Bombus lapidarius,,,Lathyrus linifolius,"24,14",,-2.8251129100,43.0758524300
03/05/20,16:24:00,3,4,,2,Bombus lapidarius,,,Lathyrus linifolius,"17,07",,,
03/05/20,16:24:00,3,4,,3,Bombus lapidarius,,,Lathyrus linifolius,"12,07",,,
03/05/20,16:46:00,3,5,5,1,sírfido,,,Potentilla erecta,"9,06",,,
03/05/20,16:46:00,3,5,,2,sírfido,,,Potentilla erecta,"11,07",,,
04/05/20,13:28:00,5,1,6,1,Mosquilla (26),Mosquilla (26),,Scilla verna,"0,13",,,
04/05/20,13:28:00,5,1,,2,Mosquilla (26),Mosquilla (26),,Scilla verna,"1,14",,,
06/05/20,12:45:00,1,1,7,1,Apis melifera,,,Taraxacum sp.,"20,23",,-2.8190489400,43.0809051400
06/05/20,12:45:00,1,1,,2,Apis mellifera,,,Taraxacum sp.,"19,23",,,
06/05/20,12:45:00,1,1,,3,Apis mellifera,,,Taraxacum sp.,"18,23",,,
06/05/20,12:45:00,1,1,,4,Apis mellifera,,,Taraxacum sp.,"17,24",,,
06/05/20,12:45:00,1,1,,5,Apis mellifera,,,Taraxacum sp.,"17,24",,,
06/05/20,13:11:00,1,2,8,1,Apis mellifera,,,Taraxacum sp.,"8,23",,-2.8189227900,43.0808490100
06/05/20,13:11:00,1,2,,2,Apis mellifera,,,Taraxacum sp.,"8,23",,,
06/05/20,13:13:00,1,3,9,1,Apis mellifera,,,Taraxacum sp.,"2,22",,-2.8188597800,43.0808209800
06/05/20,13:13:00,1,3,,2,Apis mellifera,,,Taraxacum sp.,"2,24",,,
06/05/20,13:26:00,1,4,10,1,Apis mellifera,,,Taraxacum sp.,"2,24",,-2.8188661500,43.0808132800
06/05/20,13:26:00,1,4,,2,Apis mellifera,,,Taraxacum sp.,"1,23",,,
06/05/20,13:26:00,1,4,,3,Apis mellifera,,,Taraxacum sp.,"1,23",,,
06/05/20,16:32:00,1,5,11,1,Sphaerophoria scripta,,,Veronica persica,"20,20",,,
06/05/20,16:32:00,1,5,,2,Sphaerophoria scripta,,,Veronica persica,"20,20",,,
06/05/20,16:32:00,1,5,,3,Sphaerophoria scripta,,,Bellis perennis,"20,20",,,
06/05/20,16:32:00,1,5,,4,Sphaerophoria scripta,,,Blanca compuesta,"20,20",,,
06/05/20,16:32:00,1,5,,5,Sphaerophoria scripta,,,Bellis perennis,"18,20",,,
06/05/20,16:35:00,1,6,12,1,sírfido negro alargado,,,Blanca compuesta,"20,20",,,
06/05/20,16:35:00,1,6,,2,sírfido negro alargado,,,Bellis perennis,"20,20",,,
06/05/20,16:35:00,1,6,,3,sírfido negro alargado,,,Blanca compuesta,"20,20",,,
06/05/20,16:35:00,1,6,,4,sírfido negro alargado,,,Blanca compuesta,"20,20",,,
06/05/20,16:35:00,1,6,,5,sírfido negro alargado,,,Veronica persica,"20,20",,,
06/05/20,16:35:00,1,6,,6,sírfido negro alargado,,,Veronica persica,"21,20",,,
06/05/20,16:35:00,1,6,,7,sírfido negro alargado,,,Blanca compuesta,"22,20",,,
06/05/20,16:49:00,1,,13,1,sírfido negro alargado,,,Ranunculus sp.,"13,20",,,
07/05/20,13:20:00,2,1,14,1,Bombus pascuorum,,,Ajuga reptans,"19,07",,-2.8103903700,43.0782209600
07/05/20,13:20:00,2,1,,2,Bombus pascuorum,,,Ajuga reptans,"19,07",,,
07/05/20,13:20:00,2,1,,3,Bombus pascuorum,,,Vicia pyrenaica,"20,14",,,
07/05/20,13:20:00,2,1,,4,Bombus pascuorum,,,Vicia pyrenaica,"20,14",,,
07/05/20,13:20:00,2,2,15,1,Apis mellifera,,,Taraxacum sp.,"1,22",,-2.810401869309984,43.078016978348963
07/05/20,13:20:00,2,2,,2,Apis mellifera,,,Taraxacum sp.,"0,22",,,
07/05/20,17:30:00,2,,16,1,Bombus pascuorum,,,Vicia pyrenaica,"7,24",,-2.810467388757291,43.078047585002707
17/05/20,10:06:00,1,1,17,1,Bombus pascuorum,,,Vicia pyrenaica,"7,11",,-2.8188358000,43.0809367100
17/05/20,10:06:00,1,1,,2,Bombus pascuorum,,,Vicia pyrenaica,"6,09",,,
17/05/20,10:06:00,1,1,,3,Bombus pascuorum,,,Vicia pyrenaica,"6,09",,,
17/05/20,10:08:00,1,2,18,1,Apis mellifera,,,Taraxacum sp.,"6,10",,-2.8188189200,43.0809397400
17/05/20,10:08:00,1,2,,2,Apis mellifera,,,Taraxacum sp.,"6,11",,,
17/05/20,10:08:00,1,2,,3,Apis mellifera,,,Taraxacum sp.,"5,10",,,
17/05/20,10:08:00,1,2,,4,Apis mellifera,,,Taraxacum sp.,"5,11",,,
17/05/20,10:10:00,1,3,19,1,Apis mellifera,,,Ranunculus sp.,"3,15",,-2.8188192900,43.0808872300
17/05/20,10:10:00,1,3,,2,Apis mellifera,,,Ranunculus sp.,"3,15",,,
17/05/20,10:10:00,1,3,,3,Apis mellifera,,,Taraxacum sp.,"3,17",,,
17/05/20,10:10:00,1,3,,4,Apis mellifera,,,Taraxacum sp.,"3,18",,,
17/05/20,10:10:00,1,3,,5,Apis mellifera,,,Taraxacum sp.,"3,19",,,
17/05/20,10:10:00,1,3,,6,Apis mellifera,,,Ranunculus sp.,"6,21",,,
17/05/20,10:12:00,1,4,20,1,Eristalis tenax,,,Taraxacum sp.,"3,18",,,
17/05/20,10:12:00,1,4,,2,Eristalis tenax,,,Taraxacum sp.,"3,18",,,
17/05/20,10:12:00,1,4,,3,Eristalis tenax,,,Taraxacum sp.,"2,17",,,
17/05/20,10:12:00,1,4,,4,Eristalis tenax,,,Taraxacum sp.,"2,17",,,
17/05/20,10:12:00,1,4,,5,Eristalis tenax,,,Ranunculus sp.,"2,18",,,
17/05/20,10:12:00,1,4,,6,Eristalis tenax,,,Taraxacum sp.,"2,18",,,
17/05/20,,1,5,21,1,Bombus terrestris,,,Pinguicula grandiflora,"1,17",solo tiene un vuelo,-2.8188110300,43.0808624900
17/05/20,10:14:00,1,6,22,1,Eristalis tenax,,,Bellis perennis,"16,17",,,
17/05/20,10:14:00,1,6,,2,Eristalis tenax,,,Taraxacum sp.,"16,18",,,
17/05/20,10:14:00,1,6,,3,Eristalis tenax,,,Bellis perennis,"46,18",,,
17/05/20,10:14:00,1,6,,4,Eristalis tenax,,,Ranunculus sp.,"16,17",,,
17/05/20,10:14:00,1,6,,5,Eristalis tenax,,,Bellis perennis,"16,18",,,
17/05/20,10:14:00,1,6,,6,Eristalis tenax,,,Bellis perennis,"16,18",,,
17/05/20,10:14:00,1,6,,7,Eristalis tenax,,,Bellis perennis,"16,18",,,
17/05/20,10:14:00,1,6,,8,Eristalis tenax,,,Bellis perennis,"16,19",,,
17/05/20,10:14:00,1,6,,9,Eristalis tenax,,,Bellis perennis,"16,19",,,
17/05/20,10:14:00,1,6,,10,Eristalis tenax,,,Bellis perennis,"14,17",,,
17/05/20,10:23:00,1,7,23,1,Bombus pascuorum,,,Vicia pyrenaica,"3,15",,-2.8188192900,43.0808872300
17/05/20,10:23:00,1,7,,2,Bombus pascuorum,,,Veronica persica,"3,15",,,
17/05/20,10:48:00,1,8,24,1,Eristalis tenax,,,Taraxacum sp.,"10,18",,,
17/05/20,10:48:00,1,8,,2,Eristalis tenax,,,Taraxacum sp.,"10,18",,,
17/05/20,10:48:00,1,8,,3,Eristalis tenax,,,Ranunculus sp.,"10,18",,,
17/05/20,10:48:00,1,8,,4,Eristalis tenax,,,Taraxacum sp.,"10,18",,,
17/05/20,10:48:00,1,8,,5,Eristalis tenax,,,Ranunculus sp.,"9,19",,,
17/05/20,10:48:00,1,8,,6,Eristalis tenax,,,Ranunculus sp.,"9,19",,,
17/05/20,10:48:00,1,8,,7,Eristalis tenax,,,Taraxacum sp.,"9,19",,,
17/05/20,10:48:00,1,8,,8,Eristalis tenax,,,Bellis perennis,"7,19",,,
17/05/20,11:20:00,1,9,25,1,Bombus pascuorum,,,Vicia pyrenaica,"4,09",,-2.8187915500,43.0809380900
17/05/20,11:20:00,1,9,,2,Bombus pascuorum,,,Vicia pyrenaica,"4,09",,,
17/05/20,11:20:00,1,9,,3,Bombus pascuorum,,,Vicia pyrenaica,"9,12",,,
17/05/20,11:20:00,1,9,,4,Bombus pascuorum,,,Vicia pyrenaica,"10,11",,,
17/05/20,11:20:00,1,9,,5,Bombus pascuorum,,,Vicia pyrenaica,"9,09",,,
17/05/20,11:23:00,1,10,26,1,mosca foto 2S,2S,,Taraxacum sp.,"18,18",Mosca foto= mosca grande capturada por Pau 2 S,,
17/05/20,11:23:00,1,10,,2,mosca foto 2S,2S,,Taraxacum sp.,"17,18",Mosca foto= mosca grande capturada por Pau 2 S,,
17/05/20,11:38:00,1,11,27,1,mosca foto 2S,2S,,Bellis perennis,"22,16",Mosca foto= mosca grande capturada por Pau 2 S,,
17/05/20,11:38:00,1,11,,2,mosca foto 2S,2S,,Taraxacum sp.,"21,15",Mosca foto= mosca grande capturada por Pau 2 S,,
17/05/20,11:38:00,1,11,,3,mosca foto 2S,2S,,Bellis perennis,"20,14",Mosca foto= mosca grande capturada por Pau 2 S,,
17/05/20,11:41:00,1,12,28,1,mosca foto 2S,2S,,Ranunculus sp.,"20,17",Mosca foto= mosca grande capturada por Pau 2 S,,
17/05/20,11:41:00,1,12,,2,mosca foto 2S,2S,,Ranunculus sp.,"20,17",Mosca foto= mosca grande capturada por Pau 2 S,,
17/05/20,11:41:00,1,12,,3,mosca foto 2S,2S,,Bellis perennis,"20,17",Mosca foto= mosca grande capturada por Pau 2 S,,
17/05/20,11:44:00,1,13,29,1,mosca foto 2S,2S,,Bellis perennis,"20,17",Mosca foto= mosca grande capturada por Pau 2 S,,
17/05/20,11:44:00,1,13,,2,mosca foto 2S,2S,,Taraxacum sp.,"20,17",Mosca foto= mosca grande capturada por Pau 2 S,,
17/05/20,11:44:00,1,13,,3,mosca foto 2S,2S,,Bellis perennis,"20,17",Mosca foto= mosca grande capturada por Pau 2 S,,
17/05/20,11:44:00,1,13,,4,mosca foto 2S,2S,,Bellis perennis,"20,18",Mosca foto= mosca grande capturada por Pau 2 S,,
17/05/20,11:44:00,1,13,,5,mosca foto 2S,2S,,Bellis perennis,"20,18",Mosca foto= mosca grande capturada por Pau 2 S,,
17/05/20,11:44:00,1,13,,6,mosca foto 2S,2S,,Bellis perennis,"21,19",Mosca foto= mosca grande capturada por Pau 2 S,,
17/05/20,11:44:00,1,13,,7,mosca foto 2S,2S,,Bellis perennis,"21,19",Mosca foto= mosca grande capturada por Pau 2 S,,
17/05/20,11:44:00,1,13,,8,mosca foto 2S,2S,,Bellis perennis,"20,20",Mosca foto= mosca grande capturada por Pau 2 S,,
17/05/20,11:51:00,1,14,30,1,Sirfido foto = 22,,,Taraxacum sp.,"16,15",,,
17/05/20,11:51:00,1,14,,2,Sirfido foto = 22,,,Bellis perennis,"16,15",,,
17/05/20,11:51:00,1,14,,3,Sirfido foto = 22,,,Bellis perennis,"15,15",,,
17/05/20,11:51:00,1,14,,4,Sirfido foto = 22,,,Bellis perennis,"15,15",,,
17/05/20,11:51:00,1,14,,5,Sirfido foto = 22,,,Bellis perennis,"15,15",,,
17/05/20,11:51:00,1,14,,6,Sirfido foto = 22,,,Bellis perennis,"15,15",,,
17/05/20,11:51:00,1,14,,7,Sirfido foto = 22,,,Bellis perennis,"15,15",,,
17/05/20,11:51:00,1,14,,8,Sirfido foto = 22,,,Bellis perennis,"15,14",,,
17/05/20,11:51:00,1,14,,9,Sirfido foto = 22,,,Bellis perennis,"15,14",,,
17/05/20,11:54:00,1,15,31,1,Bombus pascuorum,,,Vicia pyrenaica,"15,11",,-2.8189198100,43.0809740900
17/05/20,11:54:00,1,15,,2,Bombus pascuorum,,,Vicia pyrenaica,"15,11",,,
17/05/20,11:54:00,1,15,,3,Bombus pascuorum,,,Vicia pyrenaica,"14,12",,,
17/05/20,11:53:00,1,16,32,1,Bombus lapidarius,,,Vicia pyrenaica,"16,09",,-2.8189175700,43.0809941600
17/05/20,11:53:00,1,16,,2,Bombus lapidarius,,,Vicia pyrenaica,"16,09",,,
17/05/20,11:53:00,1,16,,3,Bombus lapidarius,,,Veronica persica,"16,10",,,
17/05/20,11:53:00,1,16,,4,Bombus lapidarius,,,Vicia pyrenaica,"15,09",,,
17/05/20,11:53:00,1,16,,5,Bombus lapidarius,,,Vicia pyrenaica,"10,02",,,
17/05/20,11:53:00,1,16,,6,Bombus lapidarius,,,Vicia pyrenaica,"10,02",,,
17/05/20,19:59:00,1,17,33,1,Bombus lapidarius,,,Vicia pyrenaica,"8,11",,-2.8188463000,43.0809413900
17/05/20,19:59:00,1,17,,2,Bombus lapidarius,,,Taraxacum sp.,"6,10",,,
17/05/20,13:59:00,1,18,34,1,Bombus pascuorum,,,Vicia pyrenaica,"15,09",,-2.8189070700,43.0809894900
17/05/20,13:59:00,1,18,,2,Bombus pascuorum,,,Vicia pyrenaica,"12,08",,,
17/05/20,13:59:00,1,18,,3,Bombus pascuorum,,,Vicia pyrenaica,"12,08",,,
17/05/20,13:59:00,1,18,,4,Bombus pascuorum,,,Vicia pyrenaica,"11,06",,,
17/05/20,13:59:00,1,18,,5,Bombus pascuorum,,,Vicia pyrenaica,"15,09",,,
17/05/20,14:08:00,1,19,35,1,Bombus pascuorum,,,Vicia pyrenaica,"10,10",,-2.8188609300,43.0809584300
17/05/20,14:08:00,1,19,,2,Bombus pascuorum,,,Vicia pyrenaica,"10,10",,,
17/05/20,14:08:00,1,19,,3,Bombus pascuorum,,,Vicia pyrenaica,"10,10",,,
17/05/20,14:13:00,1,20,36,1,Bombus 3S,·3S,,Taraxacum sp.,"14,12",,,
17/05/20,14:13:00,1,20,,2,Bombus 3S,·3S,,Taraxacum sp.,"13,13",,,
17/05/20,14:13:00,1,20,,3,Bombus 3S,·3S,,Taraxacum sp.,"11,11",,,
17/05/20,14:13:00,1,20,,4,Bombus 3S,·3S,,Taraxacum sp.,"11,12",,,
17/05/20,14:13:00,1,20,,5,Bombus 3S,·3S,,Taraxacum sp.,"10,11",,,
17/05/20,14:27:00,1,21,37,1,Bombus pascuorum,,,Vicia pyrenaica,"12,11",,-2.8188883800,43.0809600500
17/05/20,14:27:00,1,21,,2,Bombus pascuorum,,,Vicia pyrenaica,"10,14",,,
17/05/20,14:27:00,1,21,,3,Bombus pascuorum,,,Vicia pyrenaica,"10,14",,,
17/05/20,14:27:00,1,21,,4,Bombus pascuorum,,,Vicia pyrenaica,"10,14",,,
17/05/20,14:27:00,1,21,,5,Bombus pascuorum,,,Vicia pyrenaica,"10,14",,,
17/05/20,14:27:00,1,21,,6,Bombus pascuorum,,,Vicia pyrenaica,"7,11",,,
17/05/20,14:27:00,1,21,,7,Bombus pascuorum,,,Vicia pyrenaica,"7,11",,,
17/05/20,14:27:00,1,21,,8,Bombus pascuorum,,,Vicia pyrenaica,"7,11",,,
17/05/20,14:27:00,1,21,,9,Bombus pascuorum,,,Vicia pyrenaica,"12,15",,,
17/05/20,14:27:00,1,21,,10,Bombus pascuorum,,,Vicia pyrenaica,"12,15",,,
17/05/20,14:27:00,1,21,,11,Bombus pascuorum,,,Vicia pyrenaica,"12,15",,,
17/05/20,14:27:00,1,21,,12,Bombus pascuorum,,,Vicia pyrenaica,"13,17",,,
17/05/20,14:27:00,1,21,,13,Bombus pascuorum,,,Vicia pyrenaica,"13,17",,,
17/05/20,14:27:00,1,21,,14,Bombus pascuorum,,,Vicia pyrenaica,"13,17",,,
17/05/20,14:27:00,1,21,,15,Bombus pascuorum,,,Vicia pyrenaica,"12,17",,,
17/05/20,14:27:00,1,21,,16,Bombus pascuorum,,,Vicia pyrenaica,"11,17",,,
17/05/20,15:46:00,1,22,38,1,Bombus pascuorum,,,Vicia pyrenaica,"10,80",,-2.8188482400,43.0809737700
17/05/20,15:46:00,1,22,,2,Bombus pascuorum,,,Vicia pyrenaica,"14,10",,,
17/05/20,15:46:00,1,22,,3,Bombus pascuorum,,,Vicia pyrenaica,"15,10",,,
17/05/20,15:46:00,1,22,,4,Bombus pascuorum,,,Vicia pyrenaica,"15,09",,,
17/05/20,15:46:00,1,22,,5,Bombus pascuorum,,,Vicia pyrenaica,"15,09",,,
17/05/20,15:46:00,1,22,,6,Bombus pascuorum,,,Vicia pyrenaica,"15,09",,,
17/05/20,15:46:00,1,23,39,1,Bombus terrestris,,,Vicia pyrenaica,"19,05",,-2.818923565908640,43.081038965582998
17/05/20,15:46:00,1,23,,2,Bombus terrestris,,,Vicia pyrenaica,"12,08",,,
17/05/20,16:14:00,1,24,40,1,Bombus terrestris,,,Vicia pyrenaica,"10,10",,-2.8188609300,43.0809584300
17/05/20,16:14:00,1,24,,2,Bombus terrestris,,,Vicia pyrenaica,"10,10",,,
17/05/20,16:14:00,1,24,,3,Bombus terrestris,,,Vicia pyrenaica,"12,14",,,
17/05/20,16:14:00,1,24,,4,Bombus terrestris,,,Vicia pyrenaica,"13,14",,,
17/05/20,16:14:00,1,24,,5,Bombus terrestris,,,Vicia pyrenaica,"13,14",,,
17/05/20,16:14:00,1,24,,6,Bombus terrestris,,,Vicia pyrenaica,"13,16",,,
17/05/20,16:14:00,1,24,,7,Bombus terrestris,,,Vicia pyrenaica,"13,16",,,
17/05/20,16:14:00,1,24,,8,Bombus terrestris,,,Vicia pyrenaica,"14,17",,,
17/05/20,16:14:00,1,24,,9,Bombus terrestris,,,Vicia pyrenaica,"18,17",,,
17/05/20,16:14:00,1,24,,10,Bombus terrestris,,,Vicia pyrenaica,"19,17",,,
17/05/20,16:14:00,1,24,,11,Bombus terrestris,,,Vicia pyrenaica,"19,17",,,
17/05/20,16:14:00,1,24,,12,Bombus terrestris,,,Vicia pyrenaica,"19,17",,,
17/05/20,16:14:00,1,24,,13,Bombus terrestris,,,Vicia pyrenaica,"19,17",,,
17/05/20,16:14:00,1,24,,14,Bombus terrestris,,,Vicia pyrenaica,"18,16",,,
17/05/20,16:14:00,1,24,,15,Bombus terrestris,,,Vicia pyrenaica,"21,20",,,
17/05/20,16:14:00,1,24,,16,Bombus terrestris,,,Vicia pyrenaica,"21,21",,,
17/05/20,16:14:00,1,24,,17,Bombus terrestris,,,Vicia pyrenaica,"21,21",,,
17/05/20,16:14:00,1,24,,18,Bombus terrestris,,,Vicia pyrenaica,"20,22",,,
17/05/20,16:14:00,1,24,,19,Bombus terrestris,,,Vicia pyrenaica,"20,22",,,
17/05/20,16:46:00,1,25,41,1,Bombus pascuorum,,,Vicia pyrenaica,"9,02",,-2.8187994500,43.0810152600
17/05/20,16:46:00,1,25,,2,Bombus pascuorum,,,Vicia pyrenaica,"9,03",,,
17/05/20,16:46:00,1,25,,3,Bombus pascuorum,,,Vicia pyrenaica,"13,03",,,
17/05/20,11:59:00,1,26,42,1,Aglais urticae,,,Taraxacum sp.,,solo tiene un vuelo,,
17/05/20,12:00:00,1,27,43,1,Abeja 1S,1S,,Taraxacum sp.,"21,15",,,
17/05/20,12:00:00,1,27,,2,Abeja 1S,1S,,Taraxacum sp.,"22,14",,,
17/05/20,12:00:00,1,27,,3,Abeja 1S,1S,,Taraxacum sp.,"21,13",,,
17/05/20,12:00:00,1,27,,4,Abeja 1S,1S,,Taraxacum sp.,"22,12",,,
17/05/20,12:00:00,1,27,,5,Abeja 1S,1S,,Taraxacum sp.,"16,11",,,
17/05/20,12:00:00,1,27,,6,Abeja 1S,1S,,Taraxacum sp.,"16,09",,,
17/05/20,12:00:00,1,27,,7,Abeja 1S,1S,,Taraxacum sp.,"18,13",,,
17/05/20,12:00:00,1,27,,8,Abeja 1S,1S,,Taraxacum sp.,"17,11",,,
18/05/20,10:39:00,2,1,44,1,Bombus pascuorum,,,Ajuga reptans,"23,21",,-2.8105626100,43.0781764800
18/05/20,10:39:00,2,1,,2,Bombus pascuorum,,,Ajuga reptans,"23,21",,,
18/05/20,10:39:00,2,1,,3,Bombus pascuorum,,,Ajuga reptans,"23,21",,,
18/05/20,10:39:00,2,1,,4,Bombus pascuorum,,,Ajuga reptans,"23,21",,,
18/05/20,10:39:00,2,1,,5,Bombus pascuorum,,,Ajuga reptans,"23,21",,,
18/05/20,10:39:00,2,1,,6,Bombus pascuorum,,,Ajuga reptans,"23,21",,,
18/05/20,10:39:00,2,1,,7,Bombus pascuorum,,,Vicia pyrenaica,"20,20",,,
18/05/20,10:39:00,2,1,,8,Bombus pascuorum,,,Ajuga reptans,"21,21",,,
18/05/20,10:39:00,2,1,,9,Bombus pascuorum,,,Ajuga reptans,"21,21",,,
18/05/20,10:39:00,2,1,,10,Bombus pascuorum,,,Ajuga reptans,"21,21",,,
18/05/20,10:39:00,2,1,,11,Bombus pascuorum,,,Ajuga reptans,"20,21",,,
18/05/20,10:39:00,2,1,,12,Bombus pascuorum,,,Ajuga reptans,"20,21",,,
18/05/20,10:39:00,2,1,,13,Bombus pascuorum,,,Ajuga reptans,"19,22",,,
18/05/20,10:39:00,2,1,,14,Bombus pascuorum,,,Ajuga reptans,"18,20",,,
18/05/20,10:39:00,2,1,,15,Bombus pascuorum,,,Ajuga reptans,"18,20",,,
18/05/20,10:39:00,2,1,,16,Bombus pascuorum,,,Ajuga reptans,"17,10",,,
18/05/20,10:39:00,2,1,,17,Bombus pascuorum,,,Ajuga reptans,"17,18",,,
18/05/20,10:39:00,2,1,,18,Bombus pascuorum,,,Ajuga reptans,"17,18",,,
18/05/20,10:39:00,2,1,,19,Bombus pascuorum,,,Ajuga reptans,"17,18",,,
18/05/20,10:39:00,2,1,,20,Bombus pascuorum,,,Ajuga reptans,"15,19",,,
18/05/20,10:39:00,2,1,,21,Bombus pascuorum,,,Ajuga reptans,"14,18",,,
18/05/20,10:39:00,2,1,,22,Bombus pascuorum,,,Ajuga reptans,"14,18",,,
18/05/20,10:39:00,2,1,,23,Bombus pascuorum,,,Ajuga reptans,"10,16",,,
18/05/20,10:39:00,2,1,,24,Bombus pascuorum,,,Ajuga reptans,"10,16",,,
18/05/20,10:39:00,2,1,,25,Bombus pascuorum,,,Ajuga reptans,"10,16",,,
18/05/20,10:39:00,2,1,,26,Bombus pascuorum,,,Ajuga reptans,"9,16",,,
18/05/20,10:39:00,2,1,,27,Bombus pascuorum,,,Vicia pyrenaica,"8,17",,,
18/05/20,10:39:00,2,1,,28,Bombus pascuorum,,,Vicia pyrenaica,"8,18",,,
18/05/20,10:39:00,2,1,,29,Bombus pascuorum,,,Vicia pyrenaica,"8,18",,,
18/05/20,10:39:00,2,1,,30,Bombus pascuorum,,,Vicia pyrenaica,"8,18",,,
18/05/20,10:39:00,2,1,,31,Bombus pascuorum,,,Vicia pyrenaica,"5,19",,,
18/05/20,10:39:00,2,1,,32,Bombus pascuorum,,,Vicia pyrenaica,"4,18",,,
18/05/20,10:39:00,2,1,,33,Bombus pascuorum,,,Vicia pyrenaica,"4,18",,,
18/05/20,10:39:00,2,1,,34,Bombus pascuorum,,,Vicia pyrenaica,"4,18",,,
18/05/20,10:39:00,2,1,,35,Bombus pascuorum,,,Vicia pyrenaica,"3,17",,,
18/05/20,10:39:00,2,1,,36,Bombus pascuorum,,,Vicia pyrenaica,"2,17",,,
18/05/20,10:39:00,2,1,,37,Bombus pascuorum,,,Vicia pyrenaica,"3,16",,,
18/05/20,10:39:00,2,1,,38,Bombus pascuorum,,,Ajuga reptans,"1,16",,,
18/05/20,10:39:00,2,1,,39,Bombus pascuorum,,,Vicia pyrenaica,"0,15",,,
18/05/20,10:39:00,2,1,,40,Bombus pascuorum,,,Vicia pyrenaica,"0,15",,,
18/05/20,10:39:00,2,1,,41,Bombus pascuorum,,,Vicia pyrenaica,"0,15",,,
18/05/20,10:39:00,2,1,,42,Bombus pascuorum,,,Vicia pyrenaica,"0,15",,,
18/05/20,10:39:00,2,1,,43,Bombus pascuorum,,,Vicia pyrenaica,"0,15",,,
18/05/20,10:39:00,2,1,,44,Bombus pascuorum,,,Vicia pyrenaica,"0,15",,,
18/05/20,10:58:00,2,2,45,1,Bombus pascuorum,,,Vicia pyrenaica,"5,19",,-2.8104042100,43.0780619700
18/05/20,10:58:00,2,2,,2,Bombus pascuorum,,,Vicia pyrenaica,"4,17",,,
18/05/20,11:11:00,2,3,46,1,Sphaerophoria scripta,,,Blanca compuesta,"12,17",,,
18/05/20,11:11:00,2,3,,2,Sphaerophoria scripta,,,Blanca compuesta,"13,17",,,
18/05/20,11:11:00,2,3,,3,Sphaerophoria scripta,,,Blanca compuesta,"13,17",,,
18/05/20,11:11:00,2,3,,4,Sphaerophoria scripta,,,Blanca compuesta,"13,17",,,
18/05/20,11:11:00,2,3,,5,Sphaerophoria scripta,,,Blanca compuesta,"12,17",,,
18/05/20,11:11:00,2,3,,6,Sphaerophoria scripta,,,Blanca compuesta,"12,17",,,
18/05/20,11:11:00,2,3,,7,Sphaerophoria scripta,,,Blanca compuesta,"12,17",,,
18/05/20,11:11:00,2,3,,8,Sphaerophoria scripta,,,Blanca compuesta,"12,17",,,
18/05/20,11:11:00,2,3,,9,Sphaerophoria scripta,,,Blanca compuesta,"12,17",,,
18/05/20,11:11:00,2,3,,10,Sphaerophoria scripta,,,Blanca compuesta,"12,17",,,
18/05/20,11:37:00,2,4,47,1,Bombus pascuorum,,,Vicia pyrenaica,"4,18",,-2.8103869300,43.0780606500
18/05/20,11:37:00,2,4,,2,Bombus pascuorum,,,Vicia pyrenaica,"4,18",,,
18/05/20,11:37:00,2,4,,3,Bombus pascuorum,,,Vicia pyrenaica,"4,18",,,
18/05/20,11:42:00,2,5,48,1,Bombus pascuorum,,,Vicia pyrenaica,"0,19",,-2.8103655100,43.0780270000
18/05/20,11:42:00,2,5,,2,Bombus pascuorum,,,Vicia pyrenaica,"0,19",,,
18/05/20,11:50:00,2,6,49,1,Bombus pascuorum,,,Vicia pyrenaica,"3,16",,-2.8103601100,43.0780650000
18/05/20,11:50:00,2,6,,2,Bombus pascuorum,,,Vicia pyrenaica,"0,15",,,
